ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"AAC ASSOCIATES, INC.",VIENNA,VA,UNITED STATES,9,1382303
AARON DIAMOND AIDS RESEARCH CENTER,NEW YORK,NY,UNITED STATES,5,1748224
"AASTROM BIOSCIENCES, INC.",ANN ARBOR,MI,UNITED STATES,3,324500
ABEL COMPANY,PEMBROKE,VA,UNITED STATES,1,50000
"ABELA LASER SYSTEMS, INC.",EAST LANSING,MI,UNITED STATES,1,230700
"ABIOMED, INC.",DANVERS,MA,UNITED STATES,10,3249252
ABRATECH CORPORATION,SAUSALITO,CA,UNITED STATES,2,515525
"ABT ASSOCIATES, INC.",CAMBRIDGE,MA,UNITED STATES,10,3048370
"ACADEMIC SOFTWARE, INC.",LEXINGTON,KY,UNITED STATES,2,306581
ACADEMY OF NATURAL SCIENCES,PHILADELPHIA,PA,UNITED STATES,1,153657
"ACCSYS TECHNOLOGY, INC.",PLEASANTON,CA,UNITED STATES,1,50000
"ADAPTIVE MEDICAL SYSTEMS, INC.",BOSTON,MA,UNITED STATES,1,50000
ADDICTION RESEARCH AND TREATMENT CORP,NEW YORK,NY,UNITED STATES,9,3680950
ADDICTION RESEARCH INSTITUTE,SOUTH BURLINGTON,VT,UNITED STATES,3,2791610
ADELPHI UNIVERSITY,GARDEN CITY,NY,UNITED STATES,2,151441
ADHERENCE TECHNOLOGIES CORPORATION,BURKE,VA,UNITED STATES,1,50000
ADIRONDACK BIOMEDICAL RESEARCH INSTITUTE,LAKE PLACID,NY,UNITED STATES,12,2771342
"ADRIA SP, INC.",ALBUQUERQUE,NM,UNITED STATES,1,90000
"ADVANCED BIOSCIENCE LABORATORIES, INC.",KENSINGTON,MD,UNITED STATES,10,16710983
"ADVANCED DETECTORS, INC.",CAMARILLO,CA,UNITED STATES,2,675125
ADVANCED IMMUNOTHERAPEUTICS,TUSTIN,CA,UNITED STATES,1,234617
"ADVANCED MECHANICAL TECHNOLOGY, INC.",WATERTOWN,MA,UNITED STATES,1,227619
"ADVANCED RESOURCE TECHNOLOGIES, INC.",ALEXANDRIA,VA,UNITED STATES,2,1051456
"ADVANCED SCIENTIFIC CONCEPTS, INC.",SANTA BARBARA,CA,UNITED STATES,1,487114
AEROJET SOLID PROPULSION COMPANY,SACRAMENTO,CA,UNITED STATES,2,144000
"AERON BIOTECHNOLOGY, INC.",SAN LEANDRO,CA,UNITED STATES,1,233335
AFFILIATED SYSTEMS CORPORATION,HOUSTON,TX,UNITED STATES,1,682993
AFFYMAX RESEARCH INSTITUTE,PALO ALTO,CA,UNITED STATES,2,187852
AGI DERMATICS,FREEPORT,NY,UNITED STATES,1,250000
AGOURON INSTITUTE,SAN DIEGO,CA,UNITED STATES,4,1004534
"AGOURON PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,2,1046485
"AIDS IMPACT, INC.",SEATTLE,WA,UNITED STATES,2,261894
"AIDS RESEARCH CONSORTIUM OF ATLANTA, INC",ATLANTA,GA,UNITED STATES,5,225000
ALABAMA AGRI AND MECH UNIVERSITY,NORMAL,AL,UNITED STATES,2,314046
ALABAMA STATE DEPT OF PUBLIC HEALTH,MONTGOMERY,AL,UNITED STATES,1,188202
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,3,479072
"ALACRON, INC.",CHAPPAQUA,NY,UNITED STATES,2,503103
ALAN GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,1,100000
"ALAN PENN AND ASSOCIATES, INC.",ROCKVILLE,MD,UNITED STATES,1,50000
ALASKA STATE DEPARTMENT OF HLTH-SOC SVCS,JUNEAU,AK,UNITED STATES,1,132868
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,1,93638
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,56,8076590
ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NEW YORK,NY,UNITED STATES,233,71044352
ALBERT EINSTEIN MED CTR (PHILADELPHIA),PHILADELPHIA,PA,UNITED STATES,2,255865
ALCOHOL SELF-CONTROL PROGRAM,ALBUQUERQUE,NM,UNITED STATES,1,151891
ALCORN STATE UNIVERSITY,LORMAN,MS,UNITED STATES,2,211787
ALDRICH CHEMICAL COMPANY,MILWAUKEE,WI,UNITED STATES,1,100000
ALFRED E. MANN FOUNDATION/SCIENTIFIC RES,LOS ANGELES,CA,UNITED STATES,2,246538
ALICE HAMILTON OCCUPATIONAL HLTH CENTER,WASHINGTON,DC,UNITED STATES,1,831404
"ALKERMES, INC.",CAMBRIDGE,MA,UNITED STATES,1,234604
ALLEGHENY COLLEGE,MEADVILLE,PA,UNITED STATES,1,90290
ALLEGHENY GENERAL HOSP (PITTSBURGH),PITTSBURGH,PA,UNITED STATES,2,389831
ALLEGHENY UNIVERSITY OF HEALTH SCIENCES,PHILADELPHIA,PA,UNITED STATES,73,15896544
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,13,1956233
"ALLIED TECHNOLOGY GROUP, INC.",ROCKVILLE,MD,UNITED STATES,4,349346
"ALPHATRONIX, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,0
"AMBION, INC.",AUSTIN,TX,UNITED STATES,2,161422
"AMBULATORY MONITORING, INC.",ARDSLEY,NY,UNITED STATES,1,192953
AMC CANCER RESEARCH CENTER,DENVER,CO,UNITED STATES,11,4765555
AMERICAN ACADEMY OF FAMILY PHYSICIANS,LEAWOOD,KS,UNITED STATES,1,155265
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,UNITED STATES,2,457872
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,6,331976
AMERICAN ASSOCIATION FOR THE ADV OF SCI,WASHINGTON,DC,UNITED STATES,2,265642
AMERICAN COLLEGE OF OB AND GYN,WASHINGTON,DC,UNITED STATES,1,4652640
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,7,6565561
AMERICAN COLLEGE OF SURGEONS,CHICAGO,IL,UNITED STATES,1,73546
AMERICAN INDIAN HEALTH CARE ASSOCIATION,DENVER,CO,UNITED STATES,1,299644
AMERICAN INDIAN SCIENCE & ENGR SOCIETY,BOULDER,CO,UNITED STATES,3,138767
AMERICAN INSTITUTES FOR RESEARCH,PALO ALTO,CA,UNITED STATES,3,951695
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,1,220739
AMERICAN NATIONAL RED CROSS,WASHINGTON,DC,UNITED STATES,38,8033004
AMERICAN NATIONAL RED CROSS LOS ANGELES,LOS ANGELES,CA,UNITED STATES,1,457331
AMERICAN NATIONAL RED CROSS SE MICHIGAN,DETROIT,MI,UNITED STATES,1,262398
AMERICAN NURSES' ASSOCIATION,KANSAS CITY,MO,UNITED STATES,2,363598
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,3,65878
AMERICAN PSYCHIATRIC ASSOCIATION,WASHINGTON,DC,UNITED STATES,2,685705
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,3,779288
"AMERICAN REGISTRY OF PATHOLOGY, INC.",WASHINGTON,DC,UNITED STATES,3,381838
AMERICAN RESEARCH CORP OF VIRGINIA,RADFORD,VA,UNITED STATES,3,150000
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,1,136000
AMERICAN SOCIETY FOR NUTRITIONAL SCIS,BETHESDA,MD,UNITED STATES,1,17500
AMERICAN SOCIETY OF HLTH-SYSTEM PHARMS,BETHESDA,MD,UNITED STATES,1,1
AMERICAN SOCIOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,377285
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,13,2147828
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,5,249938
AMHERST COLLEGE,AMHERST,MA,UNITED STATES,4,244896
"AMITY, INC.",TUCSON,AZ,UNITED STATES,3,1633833
"AMPLISTAR, INC.",WINSTON-SALEM,NC,UNITED STATES,1,50000
AMRON CORPORATION,MC LEAN,VA,UNITED STATES,1,50000
"ANALYSIS AND SIMULATION, INC.",BUFFALO,NY,UNITED STATES,3,49502
"ANALYTICA OF BRANFORD, INC.",BRANFORD,CT,UNITED STATES,2,212167
"ANALYTICAL SCIENCES, INC.",DURHAM,NC,UNITED STATES,1,414319
"ANATOLE J. SIPIN COMPANY, INC.",NEW YORK,NY,UNITED STATES,1,306065
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,3,150000
"ANVER BIOSCIENCE DESIGN, INC.",SIERRA MADRE,CA,UNITED STATES,1,50000
"APEX MEDICAL TECHNOLOGIES, INC.",SAN DIEGO,CA,UNITED STATES,1,310101
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,2,260982
"APOLLO LIGHT SYSTEMS, INC.",OREM,UT,UNITED STATES,1,49825
"APPLIED BIOMATHEMATICS, INC.",SETAUKET,NY,UNITED STATES,2,152219
"APPLIED BIOPHYSICS, INC.",TROY,NY,UNITED STATES,1,240525
"APPLIED BIOTECH CONCEPTS, INC.",NEW HAVEN,CT,UNITED STATES,1,49999
"APPLIED GENETICS LABORATORIES, INC.",MELBOURNE,FL,UNITED STATES,5,603627
APPLIED SCIENCES RESEARCH,DANA POINT,CA,UNITED STATES,1,100188
"APPLIED SYSTEM TECHNOLOGIES, INC.",ROCKVILLE,MD,UNITED STATES,3,111348
"APPLIED SYSTEMS INSTITUTE, INC.",WASHINGTON,DC,UNITED STATES,1,345238
APREND TECHNOLOGY,MOUNTAIN VIEW,CA,UNITED STATES,1,276108
"APT FOUNDATION, INC.",NEW HAVEN,CT,UNITED STATES,5,2723669
"ARC PROFESSIONAL SERVICES GROUP, INC.",ROCKVILLE,MD,UNITED STATES,4,430803
"ARGUS COMMUNITY, INC.",NEW YORK,NY,UNITED STATES,1,807896
"ARIAD PHARMACEUTICALS, INC.",CAMBRIDGE,MA,UNITED STATES,3,440283
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,32,6230467
ARKANSAS CHILDREN'S HOSP (LITTLE ROCK),LITTLE ROCK,AR,UNITED STATES,6,812607
ARKANSAS STATE DEPT OF HEALTH,LITTLE ROCK,AR,UNITED STATES,1,188701
"ARTHUR D. LITTLE, INC.",CAMBRIDGE,MA,UNITED STATES,7,1004013
ASCENT TECHNOLOGY,BOULDER,CO,UNITED STATES,2,100000
"ASH STEVENS, INC.",DETROIT,MI,UNITED STATES,3,1263076
"ASSAY RESEARCH, INC.",COLLEGE PARK,MD,UNITED STATES,2,500000
ASSN/MINORITY HEALTH PROFESSIONS SCHOOLS,ATLANTA,GA,UNITED STATES,2,1052549
ASSOCIATED UNIV-BROOKHAVEN NATL LAB,UPTON,NY,UNITED STATES,12,4147461
ASSOCIATION FOR RES IN VISION & OPHTHAL,BETHESDA,MD,UNITED STATES,1,41600
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,UNITED STATES,2,476883
ASSUMPTION COLLEGE,WORCESTER,MA,UNITED STATES,1,96650
"ATHENA GROUP, INC.",GAINESVILLE,FL,UNITED STATES,1,49997
ATLANTIC RESOURCES CORPORATION,RESTON,VA,UNITED STATES,1,0
ATLAS DATA SYSTEMS,MARLBOROUGH,MA,UNITED STATES,1,50000
"ATLIS SYSTEMS, INC.",ROCKVILLE,MD,UNITED STATES,8,2072234
"ATOM SCIENCES, INC.",OAK RIDGE,TN,UNITED STATES,1,297498
AUBURN UNIVERSITY AT AUBURN,AUBURN,AL,UNITED STATES,13,1430377
"AUDIOFILE, INC.",LEXINGTON,MA,UNITED STATES,1,214625
AUDIOLOGICAL ENGINEERING CORPORATION,SOMERVILLE,MA,UNITED STATES,3,366333
"AUTOMATED CONTROL SYSTEMS, INC.",OREM,UT,UNITED STATES,1,217528
AVANIR PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,1,231374
"AVATAR DESIGN AND DEVELOPMENT, INC.",SEATTLE,WA,UNITED STATES,1,50000
"AVOX SYSTEMS, INC.",SAN ANTONIO,TX,UNITED STATES,1,302588
"AXON MEDICAL, INC.",SALT LAKE CITY,UT,UNITED STATES,2,499360
AZTEC SYSTEMS,WATERTOWN,MA,UNITED STATES,2,100000
B. L. SEAMON AND ASSOCIATES,LANHAM,MD,UNITED STATES,1,105000
BAPTIST MEDICAL CENTER,KANSAS CITY,MO,UNITED STATES,1,186673
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,5,713523
BARRY UNIVERSITY,MIAMI,FL,UNITED STATES,4,709503
"BASIC HEALTH MANAGEMENT, INC.",SILVER SPRING,MD,UNITED STATES,3,443371
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,SEATTLE,WA,UNITED STATES,7,1012273
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,25,8095859
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,155500
BAYLOR COLLEGE OF DENTISTRY,DALLAS,TX,UNITED STATES,8,662567
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,392,85761890
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,6,952047
BAYOU BIOLABS,HARAHAN,LA,UNITED STATES,1,50000
"BECTON, DICKINSON IMMUNOCYROMETRY SYSTEM",SAN JOSE,CA,UNITED STATES,1,290241
BELL LABORATORIES,MURRAY HILL,NJ,UNITED STATES,2,147608
BELMONT CENTER/COMPREHENSIVE TREATMENT,PHILADELPHIA,PA,UNITED STATES,1,163460
"BELMONT RESEARCH, INC.",CAMBRIDGE,MA,UNITED STATES,10,1252338
BELOIT COLLEGE,BELOIT,WI,UNITED STATES,1,98747
"BEN VENUE LABORATORIES, INC.",BEDFORD,OH,UNITED STATES,1,1412400
"BEND RESEARCH, INC.",BEND,OR,UNITED STATES,5,1345769
BENDIX FIELD ENGINEERING CORPORATION,COLUMBIA,MD,UNITED STATES,3,136795
BENEDICT COLLEGE,COLUMBIA,SC,UNITED STATES,3,676390
"BENEFICIAL DESIGNS, INC.",SANTA CRUZ,CA,UNITED STATES,3,149718
BENJAMIN ROSE INSTITUTE,CLEVELAND,OH,UNITED STATES,1,88371
BENNETT COLLEGE,GREENSBORO,NC,UNITED STATES,2,496578
BERKELEY ANTIBODY COMPANY,RICHMOND,CA,UNITED STATES,4,718688
"BERKSHIRE MEDICAL CENTER (PITTSFIELD,MA)",PITTSFIELD,MA,UNITED STATES,5,500000
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,121,25631902
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,UNITED STATES,9,2955428
BETHUNE-COOKMAN COLLEGE,DAYTONA BEACH,FL,UNITED STATES,2,395565
BETTER HOMES FUND,NEWTON,MA,UNITED STATES,1,466853
BILL WILKERSON HEARING AND SPEECH CENTER,NASHVILLE,TN,UNITED STATES,1,92943
BIOCHEMANALYSIS CORPORATION,CHICAGO,IL,UNITED STATES,2,293077
"BIOCON, INC.",ROCKVILLE,MD,UNITED STATES,4,576667
"BIODE, INC.",CAPE ELIZABETH,ME,UNITED STATES,1,50000
"BIOFOR, INC.",WAVERLY,PA,UNITED STATES,1,50000
BIOLOGICAL ABSTRACTS,PHILADELPHIA,PA,UNITED STATES,1,232000
BIOLOGICAL RESEARCH FACULTY & FACILITY,IJAMSVILLE,MD,UNITED STATES,3,499898
"BIOMARINE TECHNOLOGIES, INC.",TUKWILA,WA,UNITED STATES,3,363200
"BIOMATRIX, INC.",RIDGEFIELD,NJ,UNITED STATES,1,158639
BIOMECHANICS INSTITUTE,BOSTON,MA,UNITED STATES,4,445460
BIOMEDICAL DEVELOPMENT CORPORATION,SAN ANTONIO,TX,UNITED STATES,1,50000
"BIOMEDICAL RESEARCH, INC.",ROCKVILLE,MD,UNITED STATES,8,581615
BIOMEDWARE,ANN ARBOR,MI,UNITED STATES,1,10000
BIOMEMBRANE INSTITUTE,SEATTLE,WA,UNITED STATES,1,566644
"BIOMETRIC RESEARCH INSTITUTE, INC.",ARLINGTON,VA,UNITED STATES,1,199789
"BIO-MOLECULAR TECHNOLOGY, INC.",FREDERICK,MD,UNITED STATES,1,50000
BIONETICS CORPORATION,HAMPTON,VA,UNITED STATES,2,152942
BIOPHOTONICS CORPORATION,DEXTER,MI,UNITED STATES,1,190784
BIOPHYSICAL SOCIETY,BETHESDA,MD,UNITED STATES,1,6000
"BIOQUAL, INC.",ROCKVILLE,MD,UNITED STATES,21,6591715
"BIOSEARCH TECHNOLOGIES, INC.",SAN RAFAEL,CA,UNITED STATES,2,100000
"BIOSPHERICS, INC.",BELTSVILLE,MD,UNITED STATES,6,2001988
BIOTECH RESEARCH LABORATORIES,ROCKVILLE,MD,UNITED STATES,17,1497076
"BIOTECHNICAL COMMUNICATIONS, INC.",ATLANTA,GA,UNITED STATES,1,50000
"BIO-TECHNICAL RESOURCES, L.P.",MANITOWOC,WI,UNITED STATES,1,49999
"BIOTECHNICAL SERVICES, INC.",NORTH LITTLE ROCK,AR,UNITED STATES,7,814855
BIO-TECHNOLOGY GENERAL CORPORATION,NEW YORK,NY,UNITED STATES,1,493638
BIOTECHNOLOGY RESEARCH INSTITUTE,ROCKVILLE,MD,UNITED STATES,4,1229678
"BIO-TEK INSTRUMENTS, INC.",WINOOSKI,VT,UNITED STATES,5,275062
"BIOTEK, INC.",WOBURN,MA,UNITED STATES,8,1059628
"BIOTHERM, INC.",RALEIGH,NC,UNITED STATES,2,477858
BIOTRONICS CORPORATION,LOWELL,MA,UNITED STATES,1,38300
"BLACK FOREST ENGINEERING, INC.",COLORADO SPRINGS,CO,UNITED STATES,1,50000
BLOOD CENTER OF SOUTHEASTERN WISCONSIN,MILWAUKEE,WI,UNITED STATES,13,4449945
BONNIE WALKER AND ASSOCIATES,CROFTON,MD,UNITED STATES,1,210929
"BORON BIOLOGICALS, INC.",RALEIGH,NC,UNITED STATES,4,399147
BOSTON BIOMEDICAL RESEARCH INSTITUTE,WATERTOWN,MA,UNITED STATES,21,5873590
BOSTON COLLEGE,NEWTON,MA,UNITED STATES,25,2582243
BOSTON HEALTH AND HOSPITALS DEPARTMENT,BOSTON,MA,UNITED STATES,3,424215
BOSTON UNIVERSITY,BOSTON,MA,UNITED STATES,225,56216820
BOWLING GREEN STATE UNIV BOWLING GREEN,BOWLING GREEN,OH,UNITED STATES,6,548524
BOYCE THOMPSON INST FOR PLANT RESEARCH,ITHACA,NY,UNITED STATES,3,352418
BRANDEIS UNIVERSITY,WALTHAM,MA,UNITED STATES,78,13102346
"BRATON BIOTECH, INC.",ROCKVILLE,MD,UNITED STATES,3,85273
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,LOS ANGELES,CA,UNITED STATES,2,106356
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,UNITED STATES,336,91869856
BRIGHAM YOUNG UNIVERSITY,PROVO,UT,UNITED STATES,11,1251011
BRONX COMMUNITY COLLEGE,NEW YORK,NY,UNITED STATES,3,651341
"BRONX-LEBANON HOSP CTR (BRONX, NY)",NEW YORK,NY,UNITED STATES,7,2857916
BROOKFIELD OPTICAL SYSTEMS,WEST BROOKFIELD,MA,UNITED STATES,1,44997
BROOKLYN COLLEGE,NEW YORK,NY,UNITED STATES,5,763706
BROWN UNIVERSITY,PROVIDENCE,RI,UNITED STATES,84,13951290
BRYN MAWR COLLEGE,BRYN MAWR,PA,UNITED STATES,3,235902
BSD MEDICAL CORPORATION,WEST VALLEY CITY,UT,UNITED STATES,1,50000
BUCKNELL UNIVERSITY,LEWISBURG,PA,UNITED STATES,1,68176
BUFFALO STATE COLLEGE,BUFFALO,NY,UNITED STATES,2,326311
BURNHAM INSTITUTE,SAN DIEGO,CA,UNITED STATES,43,12074015
"BUTLER HOSPITAL (PROVIDENCE, RI)",PROVIDENCE,RI,UNITED STATES,3,1063470
BUTTERWORTH HOSPITAL,GRAND RAPIDS,MI,UNITED STATES,1,316478
C.P.LI BIOMEDICAL RESEARCH CORPORATION,ARLINGTON,VA,UNITED STATES,3,150000
CAELUM RESEARCH CORPORATION,SILVER SPRING,MD,UNITED STATES,8,283969
"CALBIOMARINE TECHNOLOGIES, INC.",CARLSBAD,CA,UNITED STATES,4,299229
CALIFORNIA INSTITUTE FOR MEDICAL RES,SAN JOSE,CA,UNITED STATES,1,162169
CALIFORNIA INSTITUTE OF BIOLOGICAL RES,SAN DIEGO,CA,UNITED STATES,8,1440026
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,UNITED STATES,101,20275325
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,SAN FRANCISCO,CA,UNITED STATES,12,5340091
CALIFORNIA STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,UNITED STATES,1,98590
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA,UNITED STATES,2,306651
CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,CA,UNITED STATES,1,92640
CALIFORNIA STATE UNIVERSITY FULLERTON,FULLERTON,CA,UNITED STATES,5,771851
CALIFORNIA STATE UNIVERSITY HAYWARD,HAYWARD,CA,UNITED STATES,2,691506
CALIFORNIA STATE UNIVERSITY LONG BEACH,LONG BEACH,CA,UNITED STATES,10,2136864
CALIFORNIA STATE UNIVERSITY LOS ANGELES,LOS ANGELES,CA,UNITED STATES,6,1928805
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,LOS ANGELES,CA,UNITED STATES,4,839075
CAMBRIDGE NEUROSCIENCE,CAMBRIDGE,MA,UNITED STATES,2,475888
"CAMBRIDGE SCIENTIFIC, INC.",CAMBRIDGE,MA,UNITED STATES,3,427915
CANCER PREVENTION INSTIT OF CALIFORNIA,UNION CITY,CA,UNITED STATES,24,4898027
CANCER PREVENTION RESEARCH INSTITUTE,NEW YORK,NY,UNITED STATES,3,146470
CANCER RESEARCH CENTER,COLUMBIA,MO,UNITED STATES,1,58813
CANCER RESEARCH FUND OF CONTRA COSTA,WALNUT CREEK,CA,UNITED STATES,5,986967
CANDELA CORPORATION,WAYLAND,MA,UNITED STATES,4,583084
"CANJI, INC.",SAN DIEGO,CA,UNITED STATES,1,174768
CAPITAL CONSULTING CORPORATION,FAIRFAX,VA,UNITED STATES,4,197973
CAPITAL TECHNOLOGY INFORMATION SERVICES,ROCKVILLE,MD,UNITED STATES,7,1848814
CAPITOL CONSULTING CORPORATION,MANASSAS,VA,UNITED STATES,1,500909
CARITAS ST. ELIZABETH'S MEDICAL CENTER,BOSTON,MA,UNITED STATES,14,3043071
CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,UNITED STATES,55,9811553
